"COMPENDEX SOURCE LIST: UPDATED FEBRUARY 1, 2023",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Set-Valued and Variational Analysis,Journal,18770533,18770541,Springer Science and Business Media B.V.,Netherlands,Analysis,Applied Mathematics,Geometry and Topology,Numerical Analysis,Statistics and Probability,-,-,-,-
Seybold Report,Trade journal,15339211,-,Seybold Publications,United States,Marketing,Media Technology,-,-,-,-,-,-,-
Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University,Journal,10062467,-,Shanghai Jiaotong University,China,Multidisciplinary,-,-,-,-,-,-,-,OA (DOAJ)
Shape Memory and Superelasticity,Journal,2199384X,21993858,Springer,United States,Mechanics of Materials,Materials Science (all),-,-,-,-,-,-,-
Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering,Journal,10015515,-,"West China Hospital, Sichuan Institute of Biomedical Engineering",China,Biomedical Engineering,-,-,-,-,-,-,-,-
Shengxue Xuebao/Acta Acustica,Journal,03710025,-,Science Press,China,Acoustics and Ultrasonics,-,-,-,-,-,-,-,-
Ship Building of China,Journal,10004882,-,Editorial office of Ship Building of China,China,Mechanical Engineering,-,-,-,-,-,-,-,-
Ship Technology Research,Journal,09377255,20567111,Taylor and Francis Ltd.,United Kingdom,Ocean Engineering,-,-,-,-,-,-,-,-
Shipin Kexue/Food Science,Journal,10026630,-,Chinese Chamber of Commerce,China,Food Science,-,-,-,-,-,-,-,OA (DOAJ)
Ships and Offshore Structures,Journal,17445302,-,Taylor and Francis Ltd.,United Kingdom,Mechanical Engineering,Ocean Engineering,-,-,-,-,-,-,-
Shiyou Diqiu Wuli Kantan/Oil Geophysical Prospecting,Journal,10007210,-,Science Press,China,Geology,Geotechnical Engineering and Engineering Geology,Energy Engineering and Power Technology,-,-,-,-,-,-
Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development,Journal,10000747,-,Science Press,China,Geology,Geotechnical Engineering and Engineering Geology,Energy Engineering and Power Technology,-,-,-,-,-,-
"Shiyou Xuebao, Shiyou Jiagong/Acta Petrolei Sinica (Petroleum Processing Section)",Journal,10018719,-,Editorial Office of Acta Petrolei Sinica,China,Chemical Engineering (all),Energy Engineering and Power Technology,Fuel Technology,-,-,-,-,-,-
Shiyou Xuebao/Acta Petrolei Sinica,Journal,02532697,-,Science Press,China,Chemical Engineering (all),Energy Engineering and Power Technology,Fuel Technology,-,-,-,-,-,-
Shock and Vibration,Journal,10709622,-,Hindawi Limited,United States,Geotechnical Engineering and Engineering Geology,Civil and Structural Engineering,Mechanical Engineering,Mechanics of Materials,Condensed Matter Physics,-,-,-,OA (DOAJ)
Shuikexue Jinzhan/Advances in Water Science,Journal,10016791,-,International Research and Training Center on Erosion and Sedimentation and China Water and Power Press,China,Earth and Planetary Sciences (all),-,-,-,-,-,-,-,-
Shuili Xuebao/Journal of Hydraulic Engineering,Journal,05599350,-,International Research and Training Center on Erosion and Sedimentation and China Water and Power Press,China,Energy Engineering and Power Technology,Mechanical Engineering,Water Science and Technology,-,-,-,-,-,-
SIAM Journal on Applied Algebra and Geometry,Journal,-,24706566,Society for Industrial and Applied Mathematics Publications,United States,Algebra and Number Theory,Applied Mathematics,Geometry and Topology,-,-,-,-,-,OA (ROAD)
SIAM Journal on Applied Dynamical Systems,Journal,-,15360040,Society for Industrial and Applied Mathematics Publications,United States,Analysis,Modeling and Simulation,-,-,-,-,-,-,-
SIAM Journal on Applied Mathematics,Journal,00361399,-,Society for Industrial and Applied Mathematics Publications,United States,Applied Mathematics,-,-,-,-,-,-,-,-
SIAM Journal on Computing,Journal,00975397,10957111,Society for Industrial and Applied Mathematics Publications,United States,Computer Science (all),Mathematics (all),-,-,-,-,-,-,-
SIAM Journal on Control and Optimization,Journal,03630129,-,Society for Industrial and Applied Mathematics Publications,United States,Applied Mathematics,Control and Optimization,-,-,-,-,-,-,-
SIAM Journal on Discrete Mathematics,Journal,08954801,-,Society for Industrial and Applied Mathematics Publications,United States,Mathematics (all),-,-,-,-,-,-,-,-
SIAM Journal on Imaging Sciences,Journal,-,19364954,Society for Industrial and Applied Mathematics Publications,United States,Mathematics (all),Applied Mathematics,-,-,-,-,-,-,-
SIAM Journal on Mathematical Analysis,Journal,00361410,10957154,Society for Industrial and Applied Mathematics Publications,United States,Analysis,Applied Mathematics,Computational Mathematics,-,-,-,-,-,-
SIAM Journal on Matrix Analysis and Applications,Journal,08954798,10957162,Society for Industrial and Applied Mathematics Publications,United States,Analysis,-,-,-,-,-,-,-,-
SIAM Journal on Numerical Analysis,Journal,00361429,-,Society for Industrial and Applied Mathematics Publications,United States,Applied Mathematics,Computational Mathematics,Numerical Analysis,-,-,-,-,-,-
SIAM Journal on Optimization,Journal,10526234,-,Society for Industrial and Applied Mathematics Publications,United States,Software,Applied Mathematics,Theoretical Computer Science,-,-,-,-,-,-
SIAM Journal on Scientific Computing,Journal,10648275,10957197,Society for Industrial and Applied Mathematics Publications,United States,Applied Mathematics,Computational Mathematics,-,-,-,-,-,-,-
SIAM Review,Journal,00361445,-,Society for Industrial and Applied Mathematics Publications,United States,Applied Mathematics,Computational Mathematics,Theoretical Computer Science,-,-,-,-,-,-
SIAM-ASA Journal on Uncertainty Quantification,Journal,-,21662525,Society for Industrial and Applied Mathematics Publications,United States,"Statistics, Probability and Uncertainty",Applied Mathematics,Discrete Mathematics and Combinatorics,Modeling and Simulation,Statistics and Probability,-,-,-,-
SID Conference Record of the International Display Research Conference,Proceeding,10831312,-,Society for Information Display,United States,Electrical and Electronic Engineering,-,-,-,-,-,-,-,-
SIGMOD Record,Journal,01635808,-,Association for Computing Machinery,United States,Information Systems,Software,-,-,-,-,-,-,-
Signal Processing,Journal,01651684,-,Elsevier B.V.,Netherlands,Computer Vision and Pattern Recognition,Signal Processing,Software,Control and Systems Engineering,Electrical and Electronic Engineering,-,-,-,-
"Signal Processing - Algorithms, Architectures, Arrangements, and Applications Conference Proceedings, SPA",Proceeding,23260262,23260319,IEEE Computer Society,United States,Computational Theory and Mathematics,Computer Science Applications,Information Systems,Signal Processing,-,-,-,-,-
Signal Processing: Image Communication,Journal,09235965,-,Elsevier B.V.,Netherlands,Computer Vision and Pattern Recognition,Signal Processing,Software,Electrical and Electronic Engineering,-,-,-,-,-
"Signal, Image and Video Processing",Journal,18631703,18631711,Springer Science and Business Media Deutschland GmbH,United Kingdom,Signal Processing,Electrical and Electronic Engineering,-,-,-,-,-,-,-
Signals and Communication Technology,Book series,18604862,18604870,Springer Science and Business Media Deutschland GmbH,Germany,Computer Networks and Communications,Signal Processing,Control and Systems Engineering,Electrical and Electronic Engineering,-,-,-,-,-
Silicon,Journal,1876990X,18769918,Springer Science and Business Media B.V.,Netherlands,"Electronic, Optical and Magnetic Materials",-,-,-,-,-,-,-,-
Silva Fennica,Journal,00375330,22424075,Finnish Society of Forest Science,Finland,Forestry,Ecological Modeling,-,-,-,-,-,-,OA (DOAJ/ROAD)
Silvae Genetica,Journal,00375349,25098934,Sciendo,Germany,Forestry,Genetics,-,-,-,-,-,-,OA (DOAJ)
Simulation,Journal,00375497,17413133,SAGE Publications Ltd,United Kingdom,Computer Graphics and Computer-Aided Design,Software,Modeling and Simulation,-,-,-,-,-,-
Simulation Modelling Practice and Theory,Journal,1569190X,-,Elsevier B.V.,Netherlands,Hardware and Architecture,Software,Modeling and Simulation,-,-,-,-,-,-
Simulation Series,Proceeding,07359276,-,The Society for Modeling and Simulation International,United States,Computer Networks and Communications,-,-,-,-,-,-,-,-
Skin Research and Technology,Journal,0909752X,16000846,John Wiley and Sons Inc,United Kingdom,Dermatology,-,-,-,-,-,-,-,OA (DOAJ)
SLAS Technology,Journal,24726303,24726311,SAGE Publications Inc.,United States,Computer Science Applications,Medical Laboratory Technology,-,-,-,-,-,-,OA (DOAJ)
Small,Journal,16136810,16136829,John Wiley and Sons Inc,Germany,Biotechnology,Chemistry (all),Engineering (miscellaneous),Materials Science (all),Biomaterials,-,-,-,-
Small Methods,Journal,-,23669608,John Wiley and Sons Inc,United States,Chemistry (all),Materials Science (all),-,-,-,-,-,-,-
Smart and Sustainable Built Environment,Journal,20466099,20466102,Emerald Publishing,United Kingdom,"Renewable Energy, Sustainability and the Environment",Civil and Structural Engineering,Building and Construction,Architecture,"Management, Monitoring, Policy and Law",Human Factors and Ergonomics,Cultural Studies,Urban Studies,-
Smart and Sustainable Manufacturing Systems,Journal,25206478,25723928,ASTM International,United States,Computer Science Applications,Control and Systems Engineering,Industrial and Manufacturing Engineering,-,-,-,-,-,-
Smart Energy,Journal,-,26669552,Elsevier Ltd,United Kingdom,Energy (miscellaneous),Energy Engineering and Power Technology,"Renewable Energy, Sustainability and the Environment",Mechanical Engineering,"Management, Monitoring, Policy and Law",-,-,-,OA (DOAJ)
"Smart Innovation, Systems and Technologies",Book series,21903018,21903026,Springer Science and Business Media Deutschland GmbH,Germany,Computer Science (all),Decision Sciences (all),-,-,-,-,-,-,-
Smart Materials and Structures,Journal,09641726,1361665X,Institute of Physics,United Kingdom,Signal Processing,Civil and Structural Engineering,Electrical and Electronic Engineering,Mechanics of Materials,Materials Science (all),Condensed Matter Physics,"Atomic and Molecular Physics, and Optics",-,-
Smart Science,Journal,-,23080477,Taylor and Francis Ltd.,United Kingdom,Fluid Flow and Transfer Processes,Chemistry (miscellaneous),Computer Networks and Communications,Energy (miscellaneous),Engineering (all),Computational Mathematics,Modeling and Simulation,-,-
"Smart Sensors, Measurement and Instrumentation",Book series,21948402,21948410,Springer Science and Business Media Deutschland GmbH,Switzerland,Computer Science (miscellaneous),Electrical and Electronic Engineering,Mechanical Engineering,Instrumentation,-,-,-,-,-
Smart Structures and Systems,Journal,17381584,17381991,Techno-Press,South Korea,Computer Science Applications,Control and Systems Engineering,Electrical and Electronic Engineering,-,-,-,-,-,-
SMPTE Motion Imaging Journal,Journal,15450279,21602492,Society of Motion Picture and Television Engineers,United States,Electrical and Electronic Engineering,Media Technology,-,-,-,-,-,-,-
SN Applied Sciences,Journal,-,25233971,Springer Nature,Switzerland,Chemical Engineering (all),Earth and Planetary Sciences (all),Engineering (all),Environmental Science (all),Materials Science (all),Physics and Astronomy (all),-,-,OA (DOAJ)
SOCAR Proceedings,Journal,22186867,22188622,Oil Gas Scientific Research Project Institute,Azerbaijan,Chemical Engineering (miscellaneous),Chemistry (miscellaneous),Geology,Geophysics,Geotechnical Engineering and Engineering Geology,Energy (all),Energy Engineering and Power Technology,Fuel Technology,-
Social Network Analysis and Mining,Journal,18695450,18695469,Springer,Austria,Computer Science Applications,Human-Computer Interaction,Information Systems,Media Technology,Communication,-,-,-,-
Soft Computing,Journal,14327643,14337479,Springer Science and Business Media Deutschland GmbH,Germany,Software,Geometry and Topology,Theoretical Computer Science,-,-,-,-,-,-
Soft Materials,Journal,1539445X,15394468,Taylor and Francis Ltd.,United States,Chemistry (all),Materials Science (all),Condensed Matter Physics,-,-,-,-,-,-
Soft Matter,Journal,1744683X,17446848,Royal Society of Chemistry,United Kingdom,Chemistry (all),Condensed Matter Physics,-,-,-,-,-,-,-
Soft Robotics,Journal,21695172,21695180,Mary Ann Liebert Inc.,United States,Biophysics,Artificial Intelligence,Control and Systems Engineering,-,-,-,-,-,-
Software - Practice and Experience,Journal,00380644,1097024X,John Wiley and Sons Ltd,United Kingdom,Software,-,-,-,-,-,-,-,-
Software and Systems Modeling,Journal,16191366,16191374,Springer Science and Business Media Deutschland GmbH,Germany,Software,Modeling and Simulation,-,-,-,-,-,-,-
"Software Engineering Education Conference, Proceedings",Proceeding,10930175,-,Institute of Electrical and Electronics Engineers Inc.,United States,Software,Education,-,-,-,-,-,-,-
Software Quality Journal,Journal,09639314,15731367,Springer,United States,Visual Arts and Performing Arts,Software,"Safety, Risk, Reliability and Quality",Media Technology,-,-,-,-,-
Software Testing Verification and Reliability,Journal,09600833,10991689,John Wiley and Sons Ltd,United Kingdom,Software,"Safety, Risk, Reliability and Quality",Media Technology,-,-,-,-,-,-
SoftwareX,Journal,-,23527110,Elsevier B.V.,Netherlands,Computer Science Applications,Software,-,-,-,-,-,-,OA (DOAJ)
Soil and Sediment Contamination,Journal,15320383,15497887,Taylor and Francis Ltd.,United States,Soil Science,Environmental Chemistry,"Health, Toxicology and Mutagenesis",Pollution,-,-,-,-,-
Soil and Tillage Research,Journal,01671987,-,Elsevier B.V.,Netherlands,Agronomy and Crop Science,Soil Science,Earth-Surface Processes,-,-,-,-,-,OA (DOAJ)
Soil Biology and Biochemistry,Journal,00380717,-,Elsevier Ltd,United Kingdom,Soil Science,Microbiology,-,-,-,-,-,-,OA (DOAJ)
Soil Dynamics and Earthquake Engineering,Journal,02677261,-,Elsevier Ltd,United Kingdom,Soil Science,Geotechnical Engineering and Engineering Geology,Civil and Structural Engineering,-,-,-,-,-,-
Soil Mechanics and Foundation Engineering,Journal,00380741,15739279,Springer,United States,Soil Science,Geotechnical Engineering and Engineering Geology,Energy (all),Ocean Engineering,Water Science and Technology,-,-,-,-
Soil Research,Journal,1838675X,-,CSIRO,Australia,Soil Science,Earth-Surface Processes,Environmental Science (miscellaneous),-,-,-,-,-,-
Soil Science Society of America Journal,Journal,03615995,14350661,John Wiley and Sons Inc,United States,Soil Science,-,-,-,-,-,-,-,OA (DOAJ)
Soils and Foundations,Journal,00380806,-,Elsevier B.V.,Japan,Geotechnical Engineering and Engineering Geology,Civil and Structural Engineering,-,-,-,-,-,-,-
Soils and Rocks,Journal,19809743,26755475,Associacao Brasileira de Mecanica dos Solos,Brazil,Geotechnical Engineering and Engineering Geology,-,-,-,-,-,-,-,OA (DOAJ)
Solar Energy,Journal,0038092X,-,Elsevier Ltd,United Kingdom,"Renewable Energy, Sustainability and the Environment",Materials Science (all),-,-,-,-,-,-,OA (DOAJ)
Solar Energy Materials and Solar Cells,Journal,09270248,-,Elsevier B.V.,Netherlands,"Renewable Energy, Sustainability and the Environment","Electronic, Optical and Magnetic Materials","Surfaces, Coatings and Films",-,-,-,-,-,-
Solar RRL,Journal,-,2367198X,John Wiley and Sons Inc,Germany,Energy Engineering and Power Technology,Electrical and Electronic Engineering,"Electronic, Optical and Magnetic Materials","Atomic and Molecular Physics, and Optics",-,-,-,-,-
Soldagem e Inspecao,Journal,01049224,19806973,University Federal de Uberlandia,Brazil,Mechanical Engineering,Mechanics of Materials,Metals and Alloys,-,-,-,-,-,OA (ROAD)
